,Justice,Média,Police,AN,Science,Administration,Entreprises,Associations,Gouvernement,Agences,Médecins,Sénat
0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0
3,4.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0
4,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0
5,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
6,5.0,5.0,1.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0
7,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
8,1.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0
9,4.0,5.0,1.0,5.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,5.0
10,5.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0
11,4.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0
12,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
13,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
14,2.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,5.0,1.0,4.0
15,1.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0
16,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,2.0,5.0
17,5.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,5.0
18,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
19,5.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0
20,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
21,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
22,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
23,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0
24,5.0,4.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0
25,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
26,4.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0
27,4.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0
28,2.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0
29,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
30,4.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0
31,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0
32,5.0,4.0,2.0,5.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0
33,4.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0
35,2.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0
36,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0
37,5.0,5.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0
38,2.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,3.0,4.0,3.0
39,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
41,4.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0
42,2.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0
43,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0
44,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0
45,5.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0
46,2.0,5.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0
47,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
48,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0
49,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0
50,4.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0
51,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
52,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0
53,4.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,1.0,2.0
54,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,5.0
55,2.0,5.0,4.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,5.0
56,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0
57,4.0,5.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0
58,2.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0
59,5.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
60,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,5.0,2.0,2.0,5.0
61,4.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0
62,5.0,4.0,5.0,5.0,1.0,4.0,5.0,2.0,5.0,4.0,1.0,5.0
63,4.0,5.0,2.0,2.0,1.0,4.0,5.0,1.0,4.0,2.0,1.0,2.0
64,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,4.0
65,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
66,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0
67,5.0,4.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0
68,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0
69,4.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0
70,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
71,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0
72,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
73,4.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,3.0
74,4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0
75,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
76,2.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0
77,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0
78,4.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,4.0,1.0,5.0
79,2.0,5.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0
80,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
81,5.0,5.0,2.0,4.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0
82,2.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0
83,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0
84,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
85,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0
86,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
87,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0
88,4.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0
89,4.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0
90,5.0,5.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0
91,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0
92,5.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0
93,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0
94,4.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0
95,5.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
96,2.0,4.0,2.0,4.0,1.0,4.0,5.0,1.0,4.0,2.0,2.0,4.0
97,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
98,4.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,4.0
99,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0
100,4.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0
101,5.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
102,5.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0
103,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0
104,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
105,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0
106,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0
107,2.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0
108,5.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,1.0
109,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
110,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
111,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0
112,4.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0
113,4.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0
114,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0
115,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
116,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
117,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
118,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0
119,4.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
120,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0
121,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
122,5.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0
123,4.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,2.0,1.0,3.0
124,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0
125,5.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0
126,1.0,4.0,2.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0
127,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
128,2.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
129,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0
130,5.0,5.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0
131,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0
132,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0
133,4.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0
134,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
135,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
136,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
137,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
138,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
139,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0
140,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0
141,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0
142,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0
143,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0
144,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
145,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
146,4.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0
147,2.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0
148,1.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0
149,2.0,2.0,2.0,4.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,4.0
150,5.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,2.0
151,4.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0
152,5.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0
153,5.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0
154,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
155,2.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0
156,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0
157,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0
158,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0
159,2.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
160,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
161,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
162,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0
163,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0
164,5.0,4.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0
165,4.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0
166,4.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0
167,2.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0
168,2.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0
169,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
170,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0
171,2.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,5.0
172,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0
173,5.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0
174,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0
175,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
176,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0
177,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
178,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
179,5.0,5.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0
180,2.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0
181,4.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0
182,4.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0
183,4.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0
184,4.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0
185,4.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0
186,4.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,1.0,4.0
187,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,5.0
188,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0
189,4.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
190,4.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0
191,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
192,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
193,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
194,5.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0
195,2.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,5.0,2.0,3.0
196,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
197,5.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0
198,4.0,4.0,4.0,4.0,1.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0
199,5.0,5.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,4.0,1.0,2.0
200,5.0,5.0,2.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,5.0
201,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
202,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
203,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
204,2.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0
205,4.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0
206,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
207,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0
208,4.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0
209,4.0,5.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0
210,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0
211,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0
212,2.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,3.0
213,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
214,2.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
215,2.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,2.0
216,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
217,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0
218,2.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
219,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
220,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0
221,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
222,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0
223,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0
224,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0
225,5.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0
226,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
227,5.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0
228,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
229,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0
230,5.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0
231,2.0,5.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0
232,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
233,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0
234,4.0,2.0,1.0,4.0,1.0,4.0,4.0,1.0,5.0,4.0,1.0,2.0
235,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0
236,2.0,4.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0
237,5.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0
238,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0
239,4.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0
240,5.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,4.0,4.0,1.0,2.0
241,5.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0
242,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
243,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
244,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0
245,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0
246,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0
247,2.0,3.0,4.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0
248,4.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0
249,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
250,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
251,5.0,5.0,1.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0
252,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0
