,Justice,Média,Police,AN,Science,Administration,Entreprises,Associations,Gouvernement,Agences,Médecins,Sénat
253,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
254,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0
255,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0
256,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0
257,4.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0
258,5.0,5.0,2.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0
259,2.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0
260,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0
261,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
262,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0
263,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0
264,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0
265,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0
266,4.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
267,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
268,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0
269,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0
270,5.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0
271,5.0,5.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,5.0
272,2.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0
273,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0
274,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0
275,4.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0
276,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
277,4.0,5.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0
278,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
279,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0
280,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0
281,1.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0
282,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
283,4.0,5.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0
284,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
285,4.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0
286,4.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0
287,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0
288,4.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0
289,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
290,2.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0
291,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0
292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
294,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0
295,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0
296,5.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0
297,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0
298,4.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0
299,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0
300,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0
301,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0
302,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0
303,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0
304,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
305,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0
306,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
307,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
308,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0
309,1.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0
310,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0
311,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0
312,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0
313,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
314,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0
315,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
316,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
317,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0
318,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0
319,2.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0
320,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
321,2.0,2.0,5.0,2.0,5.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0
322,2.0,5.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0
323,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0
324,5.0,5.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,5.0
325,1.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,5.0
326,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
327,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0
328,2.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
329,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0
330,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0
331,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,4.0,5.0
332,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
333,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
334,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0
335,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
336,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0
337,5.0,5.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0
338,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
339,5.0,5.0,4.0,5.0,4.0,5.0,1.0,2.0,5.0,5.0,2.0,5.0
340,5.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0
341,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
342,2.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0
343,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
344,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
345,4.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0
346,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0
347,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0
348,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
349,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0
350,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0
351,2.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0
352,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
353,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
354,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0
355,5.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0
356,3.0,5.0,3.0,5.0,1.0,2.0,5.0,2.0,5.0,4.0,2.0,5.0
357,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0
358,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0
359,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
360,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0
361,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0
362,5.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,2.0
363,2.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0
364,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
365,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0
366,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
367,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
368,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0
369,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0
370,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0
371,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
372,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0
373,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0
374,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
375,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0
376,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0
377,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0
378,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0
379,2.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0
380,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0
381,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0
382,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0
383,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0
384,4.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0
385,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
386,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
387,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
388,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
389,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
390,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
391,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0
392,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0
393,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0
394,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
395,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0
396,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0
397,5.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,5.0
398,5.0,2.0,1.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,5.0
399,5.0,5.0,2.0,5.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0
400,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0
401,3.0,5.0,1.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,1.0,5.0
402,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0
403,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0
404,2.0,2.0,5.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0
405,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
406,4.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0
407,2.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0
408,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0
409,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0
410,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
411,2.0,4.0,4.0,4.0,1.0,2.0,5.0,2.0,5.0,4.0,1.0,4.0
412,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
413,4.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0
414,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
415,4.0,5.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0
416,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0
417,2.0,2.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0
418,2.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0
419,4.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0
420,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
421,1.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0
422,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0
423,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0
424,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
425,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0
426,2.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0
427,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
428,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
429,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0
430,5.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
431,4.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0
432,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
433,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0
434,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
435,4.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0
436,4.0,4.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0
437,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
438,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,2.0,4.0
439,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
440,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
441,4.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
442,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
443,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0
444,5.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0
445,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0
446,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0
447,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,5.0
448,4.0,5.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0
449,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0
450,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
451,2.0,5.0,1.0,5.0,1.0,2.0,5.0,2.0,5.0,2.0,1.0,5.0
452,4.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,5.0,5.0,2.0,4.0
453,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
454,2.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,5.0,4.0
455,2.0,2.0,4.0,1.0,4.0,2.0,5.0,4.0,1.0,5.0,2.0,5.0
456,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
457,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0
458,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
459,4.0,4.0,2.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,5.0
460,5.0,5.0,3.0,4.0,1.0,2.0,5.0,5.0,2.0,5.0,1.0,4.0
461,4.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0
462,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
463,2.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,3.0
464,5.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0
465,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
466,4.0,5.0,1.0,5.0,2.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0
467,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0
468,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0
469,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0
470,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0
471,4.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0
472,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
473,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
474,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0
475,5.0,4.0,1.0,3.0,5.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0
476,2.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0
477,4.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0
478,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
479,2.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0
480,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0
481,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
482,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
483,5.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0
484,5.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0
485,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0
486,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,4.0
487,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0
488,2.0,2.0,2.0,4.0,2.0,4.0,5.0,1.0,5.0,2.0,2.0,4.0
489,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0
490,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0
491,4.0,5.0,2.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0
492,5.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0
493,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0
494,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
495,2.0,4.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,1.0,5.0
496,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0
497,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0
498,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
499,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
501,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0
502,5.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0
503,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
504,4.0,5.0,1.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0
505,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0
